Date,Max,Avg,Min
29-Feb,24,18.8,14
1-Mar,41,29.8,14
2-Mar,49,45.1,41
3-Mar,52,42.1,37
4-Mar,39,36.7,33
5-Mar,44,35.8,31
6-Mar,37,33.4,31
7-Mar,33,29.9,24
8-Mar,52,43.7,29
9-Mar,61,54.1,48
10-Mar,59,48.5,34
11-Mar,44,33.5,29
12-Mar,54,43.4,35
13-Mar,55,45.1,37
14-Mar,37,34.1,31
15-Mar,39,33.3,28
16-Mar,52,38.4,25
17-Mar,42,39.7,37
18-Mar,50,39.3,30
19-Mar,54,44.8,37
20-Mar,66,55.2,31
21-Mar,34,28.9,25
22-Mar,39,30.5,22
23-Mar,43,39.2,35
24-Mar,43,38.8,37
25-Mar,55,43.8,35
26-Mar,61,48.7,40
27-Mar,55,43.5,39
28-Mar,51,47.4,41
29-Mar,72,55.4,46
30-Mar,49,42.5,40
31-Mar,47,42.4,39
1-Apr,49,42,34
2-Apr,55,44.9,38
3-Apr,47,41.8,38
4-Apr,56,45.5,41
5-Apr,52,46.1,38
6-Apr,52,40.4,32
7-Apr,62,49.3,40
8-Apr,50,45.6,42
9-Apr,47,40.3,34
10-Apr,42,35.9,33
11-Apr,43,37.5,31
12-Apr,66,52,37
13-Apr,64,51.4,41
14-Apr,42,38.4,33
15-Apr,40,33.9,30
16-Apr,36,32.2,26
17-Apr,39,34.7,31
18-Apr,43,38.4,32
19-Apr,52,44.5,37
20-Apr,48,38.5,28
21-Apr,50,38.3,32
22-Apr,38,32,28
23-Apr,39,36.4,33
24-Apr,52,42.8,37
25-Apr,61,48,35
26-Apr,47,44.2,41
27-Apr,56,47.2,42
28-Apr,60,50.6,41
29-Apr,69,59.5,48
30-Apr,63,54.9,46
1-May,50,46.3,44
2-May,64,53.3,41
3-May,65,56.5,49
4-May,52,46.7,40
5-May,50,42.4,34
6-May,54,46.2,39
7-May,56,46.4,37
8-May,44,36.8,31
9-May,41,34.7,30
10-May,53,45.6,39
11-May,44,41,37
12-May,46,40,32
13-May,53,43,30
14-May,67,54.5,40
15-May,74,58.5,50
16-May,66,52.6,44
17-May,66,56.2,48
18-May,61,57.2,53
19-May,71,62.5,55
20-May,75,64,52
21-May,78,64.5,50
22-May,78,67,56
23-May,76,63.9,60
24-May,84,73.6,63
25-May,83,74.2,67
26-May,92,80.1,68
27-May,87,78.8,69
28-May,76,68.9,62
29-May,71,64.3,57
30-May,60,55.4,49
31-May,56,48.9,43
1-Jun,60,54.5,49
2-Jun,69,62,53
3-Jun,66,60.3,56
4-Jun,80,66.6,52
5-Jun,76,68.9,61
6-Jun,73,67,59
7-Jun,66,60.4,53
8-Jun,77,64.4,49
9-Jun,84,73.6,60
10-Jun,90,78.8,68
11-Jun,71,67.3,62
12-Jun,65,61.3,50
13-Jun,62,54,45
14-Jun,65,55.5,42
15-Jun,71,60.5,48
16-Jun,80,65.5,48
17-Jun,83,71,58
18-Jun,86,75.5,64
19-Jun,82,74.5,67
20-Jun,86,74,63
21-Jun,88,78.2,66
22-Jun,88,74.8,67
23-Jun,81,69.8,64
24-Jun,66,63,60
25-Jun,76,65.9,56
26-Jun,75,68.1,60
27-Jun,72,67.2,63
28-Jun,76,68.6,65
29-Jun,88,75.8,62
30-Jun,81,74.9,67
1-Jul,86,76.8,66
2-Jul,85,78.1,69
3-Jul,89,79.8,73
4-Jul,88,79.6,72
5-Jul,90,78.9,63
6-Jul,94,81.7,69
7-Jul,93,82.2,70
8-Jul,90,82.4,76
9-Jul,97,84.9,73
10-Jul,95,84.6,76
11-Jul,82,74.6,71
12-Jul,80,74.4,68
13-Jul,76,70.7,65
14-Jul,79,72.3,64
15-Jul,87,76.9,64
16-Jul,80,75.2,73
17-Jul,81,75.6,71
18-Jul,88,77.7,66
19-Jul,89,79.1,73
20-Jul,82,77.9,73
21-Jul,82,74,66
22-Jul,81,75.1,70
23-Jul,83,77.6,73
24-Jul,85,75.2,69
25-Jul,86,77.3,68
26-Jul,86,77.4,66
27-Jul,84,80.4,74
28-Jul,82,77.3,72
29-Jul,81,74.5,68
30-Jul,83,75.9,70
31-Jul,84,74.8,65
1-Aug,87,75.5,63
2-Aug,83,75.6,70
3-Aug,82,72.8,66
4-Aug,77,70.9,65
5-Aug,75,67.9,62
6-Aug,78,68.3,58
7-Aug,79,71.9,61
8-Aug,83,74.2,66
9-Aug,82,74.1,63
10-Aug,88,80,71
11-Aug,82,78.4,74
12-Aug,87,75.5,64
13-Aug,89,76.4,65
14-Aug,87,76.6,67
15-Aug,88,74.4,67
16-Aug,81,72.7,67
17-Aug,77,69.6,64
18-Aug,77,69.3,62
19-Aug,75,67.8,61
20-Aug,78,69.6,59
21-Aug,82,74.7,66
22-Aug,87,76.5,66
23-Aug,87,77,66
24-Aug,85,78.1,68
25-Aug,84,75.9,68
26-Aug,76,69.9,64
27-Aug,82,75.2,69
28-Aug,75,70.6,64
29-Aug,79,73.1,65
30-Aug,74,67.7,62
31-Aug,82,71.6,61
1-Sep,83,75.1,70
2-Sep,80,75.1,70
3-Sep,82,73.2,64
4-Sep,73,68.5,64
5-Sep,74,67.5,62
6-Sep,78,69.2,60
7-Sep,78,72.2,68
8-Sep,78,64.3,0
9-Sep,85,68.1,60
10-Sep,71,66.6,60
11-Sep,63,58.2,51
12-Sep,79,63.5,48
13-Sep,73,69.3,65
14-Sep,63,58.9,51
15-Sep,65,54.3,43
16-Sep,71,63.4,55
17-Sep,70,63.2,57
18-Sep,60,54.6,47
19-Sep,59,49.3,39
20-Sep,63,52.2,42
21-Sep,69,55.5,43
22-Sep,68,57.9,44
23-Sep,73,65.9,58
24-Sep,73,65.4,57
25-Sep,79,67.7,57
26-Sep,79,67.9,57
27-Sep,82,72.4,66
28-Sep,79,71.9,63
29-Sep,69,60.4,55
30-Sep,61,54.6,51
